id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator
101119-2017	Keretmegállapodás az Országos Vízügyi Főigazgatóság által lebonyolítandó egyes vízgazdálkodási tárgyú projektek keretében tervezett építési beruházások megvalósítására.	Keretmegállapodás az Országos Vízügyi Főigazgatóság által lebonyolítandó egyes vízgazdálkodási tárgyú projektek keretében tervezett építési beruházások megvalósítására.	45200000|45232130|45247000|45247110|45247200|45252124|71320000|71322000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101192-2020	40 db M3/II. kat. autóbusz beszerzése (PÜI lízingsz.) Hivatkozási szám: EKR000055622020	Új vagy újszerű, alacsony belépésű, 2 tengelyes szóló (M3/II. osztályú) autóbuszok beszerzése zárt végű pénzügyi lízingszerződés keretében. Mennyiség: 40 db Az újszerű definíció alatt Ajánlatkérő az alábbit érti: az egyes autóbuszok 1. forgalomba helyezésének ideje nem lehet korábbi mint, 3.2019, illetve az ajánlati felhívás feladásának pillanatában a futásteljesítmény (km telítettség) nem lehet több, mint 150 000 km, egyik autóbusz esetében sem. A műszaki követelmények alapján megajánlott autóbuszok mindegyikének azonos gyártmányúnak és kivitelűnek (egyformának) kell lennie. Folytatás: II.2.4) pontban.	34121000	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1012-2020	Dunakiliti jobb parti ártéri híd, kp. út építése Hivatkozási szám: EKR001612912019	Dunakiliti-Dobrohošt’ (Doborgaz) gyalogos-kerékpáros Duna-híd kiépítése a hozzá vezető szakaszokkal, műtárgyakkal fejlesztés keretében a magyar oldali megközelítő út és ártéri híd kivitelezése	45112700|45221110|45221113|45233123|45233162	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101215-2020	„KEHOP – Válogatómű technológia” Hivatkozási szám: EKR001259692019	„A KEHOP-3.2.2-15-2016-00001 azonosító számú projekt keretében, Budapest, X. ker. Ezüstfa utca 12. (hrsz. 42544/22.) ingatlanon létesítendő válogatómű technológia berendezéseinek kialakítása, szállítása, telepítése és az ingatlanon meglévő épület bővítése”	30132300|43411000|45213250|45222100|71320000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101218-2020	Villamosenergia beszerzése (750/2020) Hivatkozási szám: EKR000162632020	Villamosenergia versenypiaci beszerzése az Országgyűlés Hivatala fogyasztási helyei teljes körére kiterjedően, teljes ellátás alapú, fogyasztói menetrend adási kötelezettség nélkül. A villamos energiáról szóló 2007. évi LXXXVI. törvény (a továbbiakban: VET) 63.§-ának (1) bekezdése alapján a hálózati csatlakozási, hálózathasználati és villamosenergia-vásárlási szerződések összevont kezelése, a hálózathasználathoz szükséges szerződések megkötése, az ajánlattevő által képviselt mérlegkörhöz történő csatlakozás. A villamosenergia feszültségjellemzői az MSZ EN 50160:2011 (A közcélú elosztóhálózatokon szolgáltatott villamosenergia feszültségjellemzői) és az MSZ 1:2002 (Szabványos villamos feszültségek) szabványok által meghatározott értékek szerint.	9310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101241-2017	Adásvételi szerződés rehabilitációs készülékek beszerzésére.	Adásvételi szerződés fizikoterápiás készülékek és műszerek beszerzésére.	33155000|33165000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
101244-2017	„Egységes kormányzati beléptető rendszer kialakítása a KEF által működtetett épületekben”.	Vállalkozási szerződés „Egységes kormányzati beléptető rendszer kialakítása a KEF által működtetett épületekben” tárgyban. A beszerzés mennyisége: 24 db telephelyen munkaidő nyilvántartó funkcióval rendelkező egységes beléptető rendszer kialakítása 245 áthaladási pont (és opcionálisan további 64 áthaladási pont) felszerelésével a közbeszerzési dokumentum műszaki leírás részében meghatározottak szerint.	35123000|51220000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101245-2017	CNG üzemanyag (chipkártyás) beszerzése. Hivatkozási szám: K1771	CNG üzemanyag (chipkártyás) beszerzése.	9000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101270-2018	Vállalkozási szerződés integrált ellenőrzésdokumentálási, beszámolási és auditmunkafolyamat-támogató workflowrendszer bevezetésére az EUTAF részére.	Vállalkozási szerződés integrált ellenőrzésdokumentálási, beszámolási és auditmunkafolyamat-támogató workflowrendszer bevezetésére az EUTAF részére.	72211000|72261000|72262000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101282-2018	Természetvédelmi felmérések, vizsgálatok és mérések elvégzése SKHU/1601/1.1/035 azonosító számú projekt keretében	Természetvédelmi felmérések, vizsgálatok és mérések elvégzése SKHU/1601/1.1/035 azonosító számú projekt keretében.	71353000|98300000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101291-2018	Velence közterületi parkjainak gondozása, fenntartása vállalkozási szerződés keretében	Velence közterületi parkjainak gondozása, fenntartása vállalkozási szerződés keretében.	77313000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101302-2018	Megbízási szerződés a „Battonya város szennyvízelvezetésének és -tisztításának bővítése, korszerűsítése” elnevezésű, KEHOP-2.2.2-15-2015-00008 projekt keretében műszaki ellenőri tevékenység ellátására	Megbízási szerződés a „Battonya város szennyvízelvezetésének és -tisztításának bővítése, korszerűsítése” elnevezésű, KEHOP-2.2.2-15-2015-00008 projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101358-2017	SIMON monitoring rendszer CRFS, CommsAudit és IZT gyártmányú műszereinek fejlesztése.	SIMON monitoring rendszer CRFS, CommsAudit és IZT gyártmányú műszereinek fejlesztése.	38552000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101386-2017	Mérőlabor mérési képességeinek bővítés II. ütem egyes részei.	A közbeszerzés tárgya: mérőlabor mérési képességeinek bővítése II. ütem egyes részei az alábbi részajánlat tételi lehetőségek mellett: I. rész – A mérőlabor spektrum mérési képességének 110 GHz-ig történő kiterjesztése. II. rész – A mérőlaboratórium jel-előállítási képességének kiterjesztése 75 GHz-ig. III. rész – Korszerű elérési hálózatok és a rajtuk nyújtott szolgáltatások minőségét mérő műszer beszerzése. IV. rész – RF kalibráló generátor szállítása. V. rész – Mérési kiegészítő eszközök szállítása.	32000000|38552000|48461000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1014-2020	Földmunka keretszerződés 2019 Hivatkozási szám: EKR001517972019	Földmunka keretszerződés 2019	45110000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101438-2017	Hemoglobin mérésre alkalmas készülék bérlése és hemoglobin mikroküvetta adásvétele. Hivatkozási szám: 16/OVSZ/2017.	Hemoglobin mérésre alkalmas készülékek használati jogának biztosítása (a készülékek átadásának napjától a szerződés hatályának lejártáig, a használatba adott készülékek használati idő alatti folyamatos működőképességének biztosításával járó feladatok ellátásával), valamint a készülékekkel kompatibilis és a készülékekre validált hemoglobin mikroküvetták szállítása az Országos Vérellátó Szolgálat részére.	33694000|38434520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101446-2017	Keretmegállapodás élelmiszerek adásvétele tárgyában az FMISZI, Fejér Megyei Gesztenyés Egyesített Szociális Intézmény, Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete részére 24 hónapra.	A Szociális és Gyermekvédelmi Főigazgatóság fenntartása alá tartozó egyes intézményeinek (Fejér Megyei Integrált Szociális Intézmény (FMISZI), Fejér Megyei Gesztenyés Egyesített Szociális Intézmény, Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete) élelmiszer alapanyag beszerzésére vonatkozó keretmegállapodások megkötésére irányul 24 hónap időtartamban. Az intézmények részletezését a közbeszerzési dokumentum tartalmazza. A keretmegállapodásban részes ajánlatkérők (intézmények) az egyes részek vonatkozásában meghatározott keretösszeg erejéig kötnek keretmegállapodást.	15000000|15100000|15110000|15130000|15200000|15300000|15400000|15500000|15510000|15530000|15540000|15550000|15600000|15800000|15810000|15820000|15851100|15896000|3142500|3200000	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1015-2020	K-NY közösségi közlekedési tengely kialakítása Hivatkozási szám: EKR000754552019	Pécs Megyei Jogú Város Önkormányzata a „TOP-6.4.1-15-PC1-2016-00005 – Fenntartható városi közlekedésfejlesztés – Kelet-nyugati közösségi közlekedési tengely kialakítása Pécsett” tárgyú projektjében kívánja Pécs Belváros városrészének tehermentesítését elvégezni a tömegközlekedés népszerűsítésével és előnyben részesítésével, valamint a kerékpáros forgalom biztonságosabb lebonyolítása érdekében forgalomtechnikai beavatkozásokat tervez megvalósítani a kerékpárosok számára jelenleg is népszerű útszakaszokon. Feltételes elj.: rendelkezésre álló fedezet alacsonyabb mértékű, AK a fedezet biztosítása érdekében további támogatásra vonatkozó igényt kíván benyújtani. Amennyiben AK a támogatást nem v az igényeltnél kisebb összegben kapja meg, azt olyan körülménynek kell tekinteni, amely miatt az elj-t eredménytelenné nyilv.hatja [Kbt. 53.§ (6) bek]. AK az előzőek mellett a támogatás folyósítását a közbeszerzési elj eredményeként megkötendő szerz hatályba lépését felfüggesztő feltételként is kiköti	34928500|45232452|45233162|45233200	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101541-2015	Földgáz energia szállítása teljes ellátás alapú földgáz-kereskedelmi szerződés keretében, 2015–2016. évre, Szeged Megyei Jogú Város Önkormányzata (mint Ajánlatkérő Gesztor) egyes 100 %-os tulajdonában levő gazdasági társaságai és fenntartása alatt álló, valamint az általa működtetett oktatási intézményei, a Szegedi Kistérség Szociális Intézménye, összesen 15 Kontakt Szervezethez tartozó felhasználási helyeinek tekintetében.	Földgáz energia szállítása teljes ellátás alapú földgáz-kereskedelmi szerződés keretében, 2015–2016. évre, Szeged Megyei Jogú Város Önkormányzata (mint Ajánlatkérő Gesztor) egyes 100 %-os tulajdonában levő gazdasági társaságai és egyes fenntartása alatt álló, valamint az általa működtetett oktatási intézményei, a Szegedi Kistérség Szociális Intézménye, összesen 15 Kontakt Szervezethez tartozó felhasználási helyeinek tekintetében.	9130000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101542-2014	A közlekedéshez kapcsolódó zaj- és levegő szennyezettségi helyzet modellezésére, térképi megjelenítésére és elemzésére készülő, automatizált folyamatokon alapuló térinformatikai rendszer létrehozásához szükséges informatikai szolgáltatásra vonatkozó vállalkozási szerződés a KÖZOP-5.5.0-09-11-2012-0021 azonosító számú projekt megvalósítása érdekében. (A szerződéshez rendelt rövid elnevezés: Informatikai szolgáltatásra vonatkozó vállalkozási szerződés a KÖZOP-5.5.0-09-11-2012-0021 azonosító számú projekt megvalósítása érdekében.)	A közlekedéshez kapcsolódó zaj- és levegő szennyezettségi helyzet modellezésére, térképi megjelenítésére és elemzésére készülő, automatizált folyamatokon alapuló térinformatikai rendszer létrehozásához szükséges informatikai szolgáltatásra vonatkozó vállalkozási szerződés a KÖZOP-5.5.0-09-11-2012-0021 azonosító számú projekt megvalósítása érdekében. (A beszerzés tárgyának rövid elnevezése: Informatikai szolgáltatásra vonatkozó vállalkozási szerződés a KÖZOP-5.5.0-09-11-2012-0021 azonosító számú projekt megvalósítása érdekében.)	48000000|48100000|72212610|72262000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101546-2015	CROCODILE projekt – Megvalósítások 1. (KT-A-55-2015).	1. rész: Vállalkozási szerződés automata forgalomszámláló állomások telepítése, meglévő berendezések on-line üzembe állítása 8 helyszínen + legfeljebb további 11 helyszínen az ajánlattételi dokumentációban szereplő közbeszerzési műszaki leírásban foglaltak szerint. 2. rész: Vállalkozási szerződés videó alrendszerek bővítésére (forgalomfigyelő kamerák telepítése) 13 helyszínen + legfeljebb további 16 helyszínen az ajánlattételi dokumentációban szereplő közbeszerzési műszaki leírásban foglaltak szerint. 3. rész: Vállalkozási szerződés az M1 autópálya parkolásirányítási rendszer bővítésére 1 alapfeladat + legfeljebb további 1 feladat az ajánlattételi dokumentációban szereplő közbeszerzési műszaki leírásban foglaltak szerinti teljesítésére.	30237240|31600000|34970000|45232000|45233292|45314300|45316210|71621000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101553-2015	Eszközbeszerzés Győr Nagytérségi Hulladékgazdálkodási Önkormányzati Társulás Gördülő Beruházási Tervének megvalósítására.	Adásvételi szerződés alapján meghatározott eszközök vevő részére történő leszállítása és átadása a dokumentációban meghatározott részletes műszaki specifikáció szerint, továbbá egyéb kapcsolódó szolgáltatások ellátása. Az 1. rész: „Kukás felépítmény szelektív darussá tétele” esetében a nyertes ajánlattevő köteles a műszaki követelményekben megadott feltételeknek megfelelő darukat leszállítani, és felszerelni az ajánlatkérő által biztosított gépjárművekre, köteles továbbá a használathoz szükséges hatósági engedélyeket beszerezni A 2. rész: „Hulladékkezelési technológiai gépek” esetében a nyertes ajánlattevő köteles a műszaki követelményekben megadott feltételeknek megfelelő a feladó szalagok láncainak, összekötő elemeinek, lánckerekeinek cseréjét, és a vázelemek szerkezeti javítását is elvégezni, továbbá köteles a membrántakaró ponyva üzemszerű használatát betanítani, dobrostát leszállítani, üzembe helyezni, kezelőszemélyzetet betanítani. A 3. rész: „Hulladékgyűjtő edények” esetében a nyertes ajánlattevő köteles a műszaki követelményekben megadott feltételeknek megfelelő edényzetet leszállítani. A 4. rész: „Kishaszongépjárművek” esetében a nyertes ajánlattevő köteles a műszaki követelményekben megadott feltételeknek megfelelő, műszaki vizsgával rendelkező gépjárműveket leszállítani. A kishaszonjárművek átadása forgalomba és üzembe helyezett állapotban, tele üzemanyagtartállyal ellátva történik. Az 5. rész:”Informatikai és vagyonvédelmi eszközök” esetében a nyertes ajánlattevő köteles a műszaki követelményekben megadott feltételeknek megfelelő eszközöket és szoftvereket leszállítani.	30213100|30213300|30231310|30232110|34131000|34223310|34928480|39522110|42414400|42417310|42990000|48310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101558-2015	Földgáz energia beszerzése.	Földgáz energia szállítása az ajánlatkérő részére 1.7.2015. 6:00 CET – 1.10.2016. 6:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1016-2020	Kalocsa-Paks új Duna-híd és kapcsolódó úthálózat Hivatkozási szám: EKR001408382019	Vállalkozási szerződés a Kalocsa–Paks Új Duna-híd és kapcsolódó úthálózat tervezésére és kivitelezésére. I. rész: Vállalkozási szerződés az 512. jelű út 3+568-16+753 km szelvény (Kalocsa-M6 autópálya) közötti szakaszának tervezésére és kivitelezésére (I. szakasz) II. rész: Vállalkozási szerződés az 5124. j. út 5+210-10+445 és 10+575-16+360 km szelvény (Gerjen-Paks) közötti szakaszának tervezésére és kivitelezésére (II. szakasz) III.1.3) folytatása: Egy szakember ugyanarra a pozícióra több ajánlati részben is érvényesen megajánlható. Ugyanazon szakember egy ajánlati részen belül csak egy pozícióra jelölhető. Ugyanazon szakember több pozícióra történő megajánlása egy ajánlati részen belül az ajánlat érvénytelenségét vonja maga után! Előírttal egyenértékűként bemutatott végzettség(ek) egyenértékűséget az ajánlattevőnek igazolnia kell.	45000000|45221110|45232450|45233120|45233140|65000000|71320000	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1017-2020	Viziorgona u 8. és a Zipernovszky u felújítás Hivatkozási szám: EKR001645622019	1039 Budapest, Viziorgona utca 8. és a Zipernovszky Károly utca 1-3. szám alatti ingatlanok átalakítása és felújítása részajánlattétel keretében A közbeszerzési eljárás a Kbt. 53. § (6) bekezdése alapján feltételesen indul, figyelemmel arra, hogy a kivitelezés finanszírozására Megrendelő Támogatói Okirattal (Ikt. szám: 24823-1/2019/EGST) rendelkezik, 1333/2016. (VII.04) Korm. határozat alapján az Egészséges Budapest Program keretében. Támogató az Emberi Erőforrások Minisztériuma.	45000000|45111100|45223300|45260000|45315100|45421100|45430000|45442100|45453100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
101705-2018	Közétkeztetési szolgáltatás ellátása Hivatkozási szám: Bf.252/2018.	Vállalkozási szerződés alapján Budafok-Tétény Budapest XXII. kerület Önkormányzata közigazgatási területén található köznevelési és szociális alapfeladatot ellátó intézményeiben ételkiszállítással történő közétkeztetés biztosítása. Nyertes ajánlattevő feladata az ételek készítése, a szolgáltatás ellátásához szükséges eszközök, felszerelések biztosítása, a szolgáltatás folyamatosságát nyertes ajánlattevőnek biztosítani kell. Nyertes ajánlattevő feladata diétás étkezés biztosítása az ellátott intézményekben, az ételhulladék elszállítása; továbbá a gyermekek védelméről és a gyámügyi igazgatásról szóló 1997. évi XXXI. törvény 21/C. §-a szerinti szünidei étkeztetés biztosítása.	55520000|55521200|90900000|90921000|90922000	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
