id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered
1019-2020	Csobánka tér 6.rendelőintézet átalakítás,felújít Hivatkozási szám: EKR001645862019	Az Egészséges Budapest Program keretében a 1038 Budapest, Csobánka tér 6. szám alatti rendelőintézet átalakítása és felújítása.	45000000|45111100|45215100|45223300|45262700|45315100|45453100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
101935-2020	„Medikai informatikai rendszer” Hivatkozási szám: EKR001364952019	Medikai informatikai szoftverrendszer telepítése, bevezetése, karbantartása (szupport, szoftverkövetés, jogszabálykövetés) és üzemeltetés támogatása (távoli) komplex szolgáltatás formájában az ajánlatkérő számára, az ajánlatkérő valamennyi telephelyén egységesen, a Közbeszerzési Dokumentumokban meghatározott feltételekkel.	72267100|72268000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
102-2018	Szarvasmarhatelep, valamint mezőgazdasági terményfeldolgozó és tároló üzem kivitelezési munkái vállalkozási szerződés keretében	Szarvasmarhatelep, valamint mezőgazdasági terményfeldolgozó és tároló üzem kivitelezési munkái vállalkozási szerződés keretében.	16000000|45111100|45210000|45213240|45213241|45213242|45213250|45232400|45232450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	45
102110-2013	Vállalkozási szerződés keretében új szennyvízcsatorna hálózat építése és a meglevő szennyvízcsatorna hálózat rekonstrukciója a FIDIC Piros könyv szerződéses feltételei alkalmazásával - KEOP-1.2.0/2F/09-2010-0029.	Vállalkozási szerződés keretében új szennyvízcsatorna hálózat építése és a meglevő szennyvízcsatorna hálózat rekonstrukciója a FIDIC Piros könyv szerződéses feltételei alkalmazásával - KEOP-1.2.0/2F/09-2010-0029.	45232400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
102196-2019	DEK-767_4 db C-íves képerősítő beszerzése Hivatkozási szám: EKR000157292019	Adásvételi szerződés 4 db C-íves képerősítő beszerzésére a Debreceni Egyetem Klinikai Központ egyes egységei részére.	33110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
102211-2019	DEK-766_Ultrahangos szövet disszekciós eszköz Hivatkozási szám: EKR000160122019	DEK-766_Adásvételi szerződés a Debreceni Egyetem Klinikai Központ Sebészeti Klinika részére ultrahangos szövet disszekciós eszköz és tartozékainak beszerzésére 1 db ultrahangos szövet disszekciós eszköz konzollal, lábpedállal, sebészeti felhasználásra. A részletes paramétereket a Műszaki leírás tartalmazza.	33100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
102278-2013	Villamos energia beszerzése.	Villamos energia szállítása teljes ellátás alapú fogyasztói menetrend adás nélküli villamos energia szállítási szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
102303-2013	Különféle gyári gyógyszerek beszerzése 2013.	Forgalomba hozatalra engedélyezett gyári gyógyszerkészítmények beszerzése.	33690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
102310-2013	„Földgáz beszerzés 2013-2014.”	Földgáz-értékesítési szerződés - vezetékes földgáz szállítása. Nyertes Ajánlattevő feladata, vezetékes földgáz energiahordozó szállítása - az ajánlatkérési dokumentációban leírtaknak megfelelően - a közös Ajánlatkérők csatlakozási pontjai részére 2013.7.1. 06:00 órától kezdődően, 2014.7.1. 06:00 óráig, teljes ellátás alapú szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102314-2013	Földgáz adásvételi szerződés.	Földgáz adásvételi (teljes ellátás alapú) szerződés a BM Országos Katasztrófavédelmi Főigazgatóság Gazdasági Ellátó Központ (BM OKF GEK) feljogosított fogyasztási helyei részére a gázminőségi előírásoknak megfelelő földgázenergia versenypiaci beszerzésére.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102333-2013	Földgáz szabadpiaci vétele Nyíregyháza Megyei Jogú Város önkormányzati tulajdonú társaságai részére.	Földgáz energia szállítása Nyíregyháza város önkormányzati tulajdonú intézményeinek székhelyeire, telephelyeire, fióktelepeire, mint felhasználási helyekre 2013.7.1. 06:00 CET - 2014.7.1. 06:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz szállítási szerződés keretében. A felhasználási helyek részletes, előző évi fogyasztási adatait/lekötési értékeit hónapokra lebontva a dokumentáció tartalmazza.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102344-2013	Tételes elszámolás alá eső hat gyógyszerkészítmény 2013.5.1-től 2013.10.31-ig terjedő időszakra szóló szállítási szerződése.	Szállítási szerződés tételes elszámolás alá eső gyógyszerkészítményekre.	33690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
102355-2018	TOP-6.4.1-15-NY1-2016-00001 azonosító számú projekt keretében, “Kerékpáros létesítmény kivitelezése Nyíregyháza, Debreceni út (Kígyó utcától) - Tünde utca - Kállói út - Kert u. és Kállói út - Csárda ut	Kerékpáros létesítmény kivitelezése Vállalkozási szerződés keretében, a közbeszerzési dokumentumokban foglaltak szerint.	45100000|45232452|45233162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
102390-2013	Szállítási szerződés.	Sysmex® CA-1500 System készülékekkel validált és kompatibilis véralvadási reagens készletek beszerzése.	33694000|33696200|33696500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
102397-2013	Földgáz-beszerzés Orosháza Város Önkormányzata intézményei részére.	Szállítási szerződés. Tárgya: Orosháza Város Önkormányzata és intézményeinek (20 fogyasztási helyen) földgázzal történő ellátása 2013.7.1-i gáznap kezdetétől a 2014.6.30-i gáznap végéig, teljes ellátásalapú szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102410-2018	„Újpesti Torna Egylet Megyeri úti sporttelepén meglévő központi, boksz-birkózó és kazánház épületeinek bővítése, átalakítása, korszerűsítése és épületenergetikai felújítása”	Meglévő épületek teljes körű energetikai felújítása, átalakítása, korszerűsítése és bővítése.	45210000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
102442-2014	„Burkolatjel-festés” (KT-E-5-2014).	1-16. részek vonatkozásában: Vállalkozási keretszerződés (továbbiakban vállalkozási szerződés, vagy szerződés) kézi és gépi burkolatjel festés, kerékpársáv festés, valamint burkolati jel eltávolítás országos közutakon történő munkáinak elvégzésére (gépi festés keretében hagyományos, tartós és spray-plasztik technikák alkalmazásával új és felújító festés; kerékpársáv festés keretében hagyományos, tartós festési technikák alkalmazásával új és felújító festés, kézi festés keretében, hagyományos, tartós festési technikák alkalmazásával új és felújító festés)) a közbeszerzési műszaki leírásban és szerződés-tervezetben meghatározottak szerint. 17. rész vonatkozásában: Vállalkozási keretszerződés (továbbiakban vállalkozási szerződés, vagy szerződés) gépi (hosszirányú jelek) és kézi (keresztirányú) burkolati jelek felújítására, adott esetben új jelek festésére valamint burkolati jel eltávolítására, eltakarására a gyorsforgalmi utakon a közbeszerzési műszaki leírásban és szerződés-tervezetben meghatározottak szerint. A munkák pontos leírását – valamennyi rész tekintetében – az ajánlati dokumentáció részét képező közbeszerzési műszaki leírás és szerződés-tervezet tartalmazza.	45233221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
102563-2016	Televíziótechnikai kiegészítő eszközök beszerzése (I. rész: Formátum konverterek beszerzése; II. rész: Kiegészítő kártyák és konverterek beszerzése; III. rész: Sokcsatornás USB rögzítő beszerzése; IV.).	Televíziótechnikai kiegészítő eszközök beszerzése (I. rész: Formátum konverterek beszerzése; II. rész: Kiegészítő kártyák és konverterek beszerzése; III. rész: Sokcsatornás USB rögzítő beszerzése; IV. rész: Streamerek, scanconverter és Skype eszköz beszerzése; V. rész: Referencia generátor beszerzése) a közbeszerzési dokumentumokban részletezettek szerint, adásvételi szerződés(ek) keretében.	32320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32
102564-2016	Győr város területén közvilágítási villamos energia beszerzése 2016. évre.	Győr város területén közvilágítási villamos energia beszerzése 2016. évre.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
102570-2016	Az MTVA részére Hybrid router és hozzátartozó vezérlő rendszer beszerzése egyes részei.	Az MTVA részére Hybrid router és hozzátartozó vezérlő rendszer beszerzése egyes részei.	32323300|32323500|32351000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32
102573-2016	Villamos energia beszerzése.	Általános felhasználású villamos energia értékesítése a 1.7.2016 00:00 CET – 31.12.2017 24:00 CET közötti időszakban teljes ellátás alapú villamos energia kereskedelmi szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
102753-2014	Földgáz energia beszerzése.	Földgáz energia szállítása az ajánlatkérő részére 1.7.2014., 06:00 CET – 1.10.2016., 06:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102815-2018	Betegleolvasó (mobil), betegérzékelő karszalag és betegazonosító rendszer szállítása, illesztése- és bevezetése a Keszthelyi Kórház részére	Betegleolvasó (mobil), betegérzékelő karszalag és betegazonosító rendszer szállítása, illesztése- és bevezetése a Keszthelyi Kórház részére.	22455100|30216000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30
102862-2014	Szállítási szerződés az MTVA műsorkészítési feladatainak ellátásához szükséges tehergépjárművek szállítására.	Szállítási szerződés az MTVA műsorkészítési feladatainak ellátásához szükséges tehergépjárművek szállítására.	34130000|34142100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
102904-2014	Magyar Tudományos Akadémia köztestületi intézményei földgáz vételezése 2014-2015.	Földgáz értékesítési szerződés alapján a Magyar Tudományos Akadémia köztestületi intézményei földgáz energiavételezése 2014-2015. gázévben.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102908-2014	Hatvan Város Önkormányzatának intézményei részére földgáz energia szállítása.	Földgáz energia szállítása Hatvan Város Önkormányzatának intézményei részére 1.7.2014. – 1.7.2015. közötti időszakra vonatkozóan, teljes ellátás alapú földgáz szállítási szerződés keretében. 1. rész: Földgáz energia szállítása Hatvan Város Önkormányzatának intézményei részére a 20-100 m3/h közötti lekötött teljesítménnyel rendelkező fogyasztási helyekre 1.7.2014. – 1.7.2015. közötti időszakra vonatkozóan, teljes ellátás alapú földgáz szállítási szerződés keretében. 2. rész: Földgáz energia szállítása Hatvan Város Önkormányzatának intézményei részére a 20 m3/h alatti lekötött teljesítménnyel rendelkező fogyasztási helyekre 1.7.2014. – 1.7.2015. közötti időszakra vonatkozóan, teljes ellátás alapú földgáz szállítási szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
102982-2015	Insula Lutherana épületegyüttes kivitelezési munkáinak elvégzése egy ajánlattevővel megkötött keretmegállapodás keretén belül.	Insula Lutherana épületegyüttes kivitelezési munkáinak elvégzése egy ajánlattevővel megkötött keretmegállapodás keretén belül.	45210000|45262800|45300000|45453100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
103016-2019	Dunakorzó, Templomdomb tervezés Hivatkozási szám: EKR000133632019	1. Dunakorzó átalakításához és felújításához szükséges tervezési és engedélyeztetési feladatok ellátása vállalkozási szerződés keretében. 2. Templomdomb felújításához szükséges tervezési és engedélyeztetési feladatok ellátása vállalkozási szerződés keretében.	71322000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
10302-2019	Őrzésvédelmi és portaszolgálati feladatok Hivatkozási szám: EKR000906542018	Őrzésvédelmi és portaszolgálati feladatok elvégzése 36 hó határozott időtartamban vállalkozási szerződés keretében a Jahn Ferenc Dél-pesti Kórház és Rendelőintézet részére 3 telephelyen	79710000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
10313-2019	Veszettség elleni vakcina beszerzése és vakcinázás Hivatkozási szám: EKR001175912018	Veszettség elleni orális vakcina beszerzése, vakcinázás és kapcsolódó szolgáltatások ellátása	33651690|85200000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
103212-2015	Közúti gépjárművekhez kapcsolódó anyagbeszerzés szállítási szerződés.	Közúti gépjárművekhez kapcsolódó anyagbeszerzés nettó 7 000 000 HUF (mely a teljesítés során - 30 %-kal eltérhet) értékben az ajánlati dokumentáció 5. számú melléklete szerint.	34300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
103213-2015	Földgáz energia beszerzése.	Földgáz energia szállítása az ajánlatkérő részére 1.7.2015. 6:00 CET – 1.10.2017. 6:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
103214-2015	Földgáz energia beszerzése.	Földgáz energia szállítása az ajánlatkérő részére 1.7.2015. 6:00 CET – 1.10.2017. 6:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
103215-2015	KEOP-1.1.1/C/13-2013-0040 kódszámú, „Települési szilárdhulladék-gazdálkodási rendszer fejlesztése Székesfehérváron” című pályázathoz kapcsolódóan hulladéktömörítő és -szállító gépjárművek beszerzése szállítási szerződés keretében.	KEOP-1.1.1/C/13-2013-0040 kódszámú, „Települési szilárdhulladék-gazdálkodási rendszer fejlesztése Székesfehérváron” című pályázathoz kapcsolódóan hulladéktömörítő és -szállító gépjárművek beszerzése szállítási szerződés keretében.	34144510|34144512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
103230-2018	Megbízási szerződés, „Pécs központú agglomeráció szennyvíztisztító telepének fejlesztése (NYDDU 3.)”, KEHOP-2.2.2-15-2016-00056, műszaki ellenőri tevékenység ellátására	Megbízási szerződés a „Pécs központú agglomeráció szennyvíztisztító telepének fejlesztése (NYDDU 3.)” elnevezésű, KEHOP-2.2.2-15-2016-00056 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103235-2018	A DKMO 4 elnevezésű, KEHOP-2.2.2-15-2016-00113 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátása	Megbízási szerződés a „Délkelet-Magyarországi szennyvízelvezetési és -kezelési fejlesztés 4. (DKMO 4)” elnevezésű, KEHOP-2.2.2-15-2016-00113 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103237-2018	Megbízási szerződés „Madaras és Katymár települések szennyvízhálózatának és szennyvíztisztító telepének építése” elnevezésű KEHOP-2.2.2-15-2015-00012 műszaki ellenőri tevékenység ellátására	Megbízási szerződés a „Madaras és Katymár települések szennyvízhálózatának és szennyvíztisztító telepének építése” elnevezésű, KEHOP-2.2.2-15-2015-00012 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103239-2018	Megbízási szerződés a „Szentendrei szennyvíztisztító telep fejlesztése (ÉMO 3)” elnevezésű, KEHOP-2.2.2-15-2016-00048 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására	Megbízási szerződés a „Szentendrei szennyvíztisztító telep fejlesztése (ÉMO 3)” elnevezésű, KEHOP-2.2.2-15-2016-00048 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103242-2018	Megbízási szerződés a „Dunavarsány szennyvíztisztító telep technológiájának korszerűsítése (ÉMO4)” elnevezésű, KEHOP-2.2.2-15-2015-00039 projekt keretében műszaki ellenőri tevékenység ellátására.	Megbízási szerződés a „Dunavarsány szennyvíztisztító telep technológiájának korszerűsítése (ÉMO4)” elnevezésű, KEHOP-2.2.2-15-2015-00039 projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103243-2018	Az ÉMO 13 elnevezésű, KEHOP-2.2.2 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátása	Megbízási szerződés az „Észak-Magyarországi szennyvízelvezetési és -kezelési fejlesztés 13. (ÉMO 13)” elnevezésű, KEHOP-2.2.2 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103255-2018	Megbízási szerződés az „Észak- és Közép-Dunántúli szennyvízelvezetési és -kezelési fejlesztés 6. (ÉKDU 6)”, KEHOP-2.2.2-15-2016-00085 projekt keretében műszaki ellenőri tevékenység ellátására	Megbízási szerződés az „Észak- és Közép-Dunántúli szennyvízelvezetési és -kezelési fejlesztés 6. (ÉKDU 6)”, KEHOP-2.2.2-15-2016-00085 projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
103268-2018	Az NYDDU2 elnevezésű, KEHOP-2.1.3-15-2017-00083 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátása	Megbízási szerződés a „Zalaegerszeg keleti vízbázisról ellátott települések ivóvízminőség-javítása és vízellátásának fejlesztése” elnevezésű, KEHOP-2.1.3-15-2017-00083 azonosítószámú projekt keretében műszaki ellenőri tevékenység ellátására.	71248000|71318000|71520000|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
